,date,Status,Device ID,Location,Machine,Product,Category,Transaction,TransDate,Type,RCoil,RPrice,RQty,MCoil,MPrice,MQty,LineTotal,TransTotal,Prcd Date,TransMonth,Latitude,Longitude,best_seller
726,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,14697466214,"Monday, February 14, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
727,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,14697471738,"Monday, February 14, 2022",Cash,113,1.5,1,113,1.5,1,1.5,1.5,2/14/2022,2,40.43573099130568,-74.12521215733176,False
728,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,14697504796,"Monday, February 14, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
729,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14697886987,"Monday, February 14, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
730,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,14697919343,"Monday, February 14, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
731,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,14697922569,"Monday, February 14, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
732,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14697964276,"Monday, February 14, 2022",Cash,141,1.0,1,141,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
733,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14698235376,"Monday, February 14, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
734,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,14698326067,"Monday, February 14, 2022",Credit,148,3.0,1,148,3.0,1,3.0,3.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
735,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Sunkist Soda - Orange,Carbonated,14698388191,"Monday, February 14, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
736,2022-02-14,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14698398239,"Monday, February 14, 2022",Cash,141,1.0,1,141,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
737,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14698552302,"Tuesday, February 15, 2022",Cash,141,1.0,1,141,1.0,1,1.0,1.0,2/14/2022,2,40.43573099130568,-74.12521215733176,True
738,2022-02-15,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14699970730,"Tuesday, February 15, 2022",Cash,138,2.0,1,138,2.0,1,2.0,2.0,2/15/2022,2,39.62814631227117,-74.34345395291756,True
739,2022-02-15,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14700012391,"Tuesday, February 15, 2022",Cash,138,2.0,1,138,2.0,1,2.0,2.0,2/15/2022,2,39.62814631227117,-74.34345395291756,True
740,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,14700022459,"Tuesday, February 15, 2022",Credit,120,1.5,1,120,1.5,1,1.5,5.0,2/15/2022,2,40.43573099130568,-74.12521215733176,False
741,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,14700022459,"Tuesday, February 15, 2022",Credit,123,1.5,1,123,1.5,1,1.5,5.0,2/15/2022,2,40.43573099130568,-74.12521215733176,False
742,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14700022459,"Tuesday, February 15, 2022",Credit,134,2.0,1,134,2.0,1,2.0,5.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
743,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,14701075977,"Tuesday, February 15, 2022",Credit,133,2.0,2,133,2.0,2,4.0,6.0,2/15/2022,2,40.43573099130568,-74.12521215733176,False
744,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14701075977,"Tuesday, February 15, 2022",Credit,134,2.0,1,134,2.0,1,2.0,6.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
745,2022-02-15,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Vitamin Water - Squeezed Lemonade,Water,14701267623,"Tuesday, February 15, 2022",Cash,147,2.5,1,147,2.5,1,2.5,2.5,2/15/2022,2,39.62814631227117,-74.34345395291756,False
746,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14701854735,"Tuesday, February 15, 2022",Cash,141,1.0,1,141,1.0,1,1.0,1.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
747,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14702323607,"Tuesday, February 15, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
748,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14702327014,"Tuesday, February 15, 2022",Cash,141,1.0,1,141,1.0,1,1.0,1.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
749,2022-02-15,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Good Health Veggie Stix - Sea Salt,Food,14702576434,"Tuesday, February 15, 2022",Credit,111,1.5,1,111,1.5,1,1.5,1.5,2/15/2022,2,40.42402234119813,-74.38261320837535,False
750,2022-02-15,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Good Health Veggie Stix - Sea Salt,Food,14702605666,"Tuesday, February 15, 2022",Credit,111,1.5,1,111,1.5,1,1.5,1.5,2/15/2022,2,40.42402234119813,-74.38261320837535,False
751,2022-02-15,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Newtons Fig Bar,Food,14702654114,"Tuesday, February 15, 2022",Credit,134,2.0,1,134,2.0,1,2.0,2.0,2/15/2022,2,40.42402234119813,-74.38261320837535,False
752,2022-02-15,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Food,14702779691,"Tuesday, February 15, 2022",Credit,124,1.5,1,124,1.5,1,1.5,1.5,2/15/2022,2,40.42402234119813,-74.38261320837535,True
753,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14702949270,"Tuesday, February 15, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
754,2022-02-15,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14703098877,"Tuesday, February 15, 2022",Credit,144,1.5,2,144,1.5,2,3.0,3.0,2/15/2022,2,40.42402234119813,-74.38261320837535,True
755,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14703337458,"Tuesday, February 15, 2022",Cash,146,3.0,1,146,3.0,1,3.0,3.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
756,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14703389935,"Tuesday, February 15, 2022",Credit,122,1.5,1,122,1.5,1,1.5,1.5,2/15/2022,2,40.43573099130568,-74.12521215733176,True
757,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,14703415205,"Tuesday, February 15, 2022",Cash,148,3.0,1,148,3.0,1,3.0,3.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
758,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14703415729,"Tuesday, February 15, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
759,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Food,14703492259,"Tuesday, February 15, 2022",Cash,112,1.5,1,112,1.5,1,1.5,1.5,2/15/2022,2,40.43573099130568,-74.12521215733176,False
760,2022-02-15,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14703501508,"Tuesday, February 15, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/15/2022,2,40.43573099130568,-74.12521215733176,True
761,2022-02-16,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Food,14704127775,"Wednesday, February 16, 2022",Cash,113,1.5,1,113,1.5,1,1.5,1.5,2/16/2022,2,39.62814631227117,-74.34345395291756,False
762,2022-02-16,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14705096791,"Wednesday, February 16, 2022",Cash,138,2.0,1,138,2.0,1,2.0,2.0,2/16/2022,2,39.62814631227117,-74.34345395291756,True
763,2022-02-16,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14705122108,"Wednesday, February 16, 2022",Cash,138,2.0,1,138,2.0,1,2.0,2.0,2/16/2022,2,39.62814631227117,-74.34345395291756,True
764,2022-02-16,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Original,Carbonated,14705562378,"Wednesday, February 16, 2022",Credit,148,3.5,1,148,3.5,1,3.5,3.5,2/16/2022,2,40.42402234119813,-74.38261320837535,True
765,2022-02-16,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,14705578898,"Wednesday, February 16, 2022",Cash,145,2.5,1,145,2.5,1,2.5,2.5,2/16/2022,2,39.62814631227117,-74.34345395291756,True
766,2022-02-16,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,14705835802,"Wednesday, February 16, 2022",Cash,121,1.25,1,121,1.25,1,1.25,1.25,2/16/2022,2,39.62814631227117,-74.34345395291756,True
767,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14707725561,"Wednesday, February 16, 2022",Credit,146,3.0,1,146,3.0,1,3.0,3.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
768,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14707799757,"Wednesday, February 16, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
769,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,14707813745,"Wednesday, February 16, 2022",Cash,148,3.0,1,148,3.0,1,3.0,3.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
770,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Non Carbonated,14707817379,"Wednesday, February 16, 2022",Cash,145,2.5,1,145,2.5,1,2.5,2.5,2/16/2022,2,40.43573099130568,-74.12521215733176,True
771,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14708099501,"Wednesday, February 16, 2022",Cash,146,3.0,1,146,3.0,1,3.0,3.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
772,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14708275955,"Wednesday, February 16, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
773,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14708557929,"Wednesday, February 16, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
774,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14708558807,"Wednesday, February 16, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
775,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14708683905,"Wednesday, February 16, 2022",Cash,146,3.0,1,146,3.0,1,3.0,3.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
776,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14708684892,"Wednesday, February 16, 2022",Cash,122,1.5,1,122,1.5,1,1.5,1.5,2/16/2022,2,40.43573099130568,-74.12521215733176,True
777,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,14708706127,"Wednesday, February 16, 2022",Cash,123,1.5,1,123,1.5,1,1.5,1.5,2/16/2022,2,40.43573099130568,-74.12521215733176,False
778,2022-02-16,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14708723753,"Wednesday, February 16, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/16/2022,2,40.43573099130568,-74.12521215733176,True
779,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Popchips Potato - Barbeque,Food,14708935867,"Thursday, February 17, 2022",Cash,114,1.5,1,114,1.5,1,1.5,1.5,2/16/2022,2,40.43573099130568,-74.12521215733176,False
780,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutter Butter Bites,Food,14710994640,"Thursday, February 17, 2022",Cash,124,1.0,1,124,1.0,1,1.0,1.0,2/17/2022,2,40.43573099130568,-74.12521215733176,False
781,2022-02-17,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,14711311108,"Thursday, February 17, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,2/17/2022,2,39.62814631227117,-74.34345395291756,False
782,2022-02-17,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Original,Carbonated,14711605715,"Thursday, February 17, 2022",Credit,148,3.5,2,148,3.5,2,7.0,7.0,2/17/2022,2,40.42402234119813,-74.38261320837535,True
783,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,14711662400,"Thursday, February 17, 2022",Credit,133,2.0,1,133,2.0,1,2.0,7.0,2/17/2022,2,40.43573099130568,-74.12521215733176,False
784,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14711662400,"Thursday, February 17, 2022",Credit,134,2.0,1,134,2.0,1,2.0,7.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
785,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14711662400,"Thursday, February 17, 2022",Credit,144,3.0,1,144,3.0,1,3.0,7.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
786,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,14711745891,"Thursday, February 17, 2022",Credit,147,2.5,1,147,2.5,1,2.5,2.5,2/17/2022,2,40.43573099130568,-74.12521215733176,True
787,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14712239755,"Thursday, February 17, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
788,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14712277281,"Thursday, February 17, 2022",Cash,146,3.0,1,146,3.0,1,3.0,3.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
789,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14712283451,"Thursday, February 17, 2022",Cash,146,3.0,1,146,3.0,1,3.0,3.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
790,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jacks Links Bar Beef Strip,Food,14712739343,"Thursday, February 17, 2022",Cash,137,2.0,1,137,2.0,1,2.0,2.0,2/17/2022,2,40.43573099130568,-74.12521215733176,False
791,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,14712982969,"Thursday, February 17, 2022",Cash,123,1.5,1,123,1.5,1,1.5,1.5,2/17/2022,2,40.43573099130568,-74.12521215733176,False
792,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Coca Cola - Zero Sugar,Carbonated,14713458667,"Thursday, February 17, 2022",Cash,142,1.0,1,142,1.0,1,1.0,1.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
793,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14713810256,"Thursday, February 17, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
794,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutter Butter Bites,Food,14713816381,"Thursday, February 17, 2022",Cash,124,1.0,1,124,1.0,1,1.0,1.0,2/17/2022,2,40.43573099130568,-74.12521215733176,False
795,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,14713838715,"Thursday, February 17, 2022",Cash,148,3.0,1,148,3.0,1,3.0,3.0,2/17/2022,2,40.43573099130568,-74.12521215733176,True
796,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,14713896486,"Thursday, February 17, 2022",Credit,123,1.5,1,123,1.5,1,1.5,1.5,2/17/2022,2,40.43573099130568,-74.12521215733176,False
797,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,14713959602,"Thursday, February 17, 2022",Cash,147,2.5,1,147,2.5,1,2.5,2.5,2/17/2022,2,40.43573099130568,-74.12521215733176,True
798,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Popchips Potato - Barbeque,Food,14713992481,"Thursday, February 17, 2022",Cash,114,1.5,1,114,1.5,1,1.5,1.5,2/17/2022,2,40.43573099130568,-74.12521215733176,False
799,2022-02-17,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Food,14714062138,"Thursday, February 17, 2022",Cash,112,1.5,1,112,1.5,1,1.5,1.5,2/17/2022,2,40.43573099130568,-74.12521215733176,False
800,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,14714094952,"Friday, February 18, 2022",Cash,123,1.5,1,123,1.5,1,1.5,1.5,2/17/2022,2,40.43573099130568,-74.12521215733176,False
801,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,14714781621,"Friday, February 18, 2022",Credit,133,2.0,1,133,2.0,1,2.0,6.5,2/18/2022,2,40.43573099130568,-74.12521215733176,False
802,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14714781621,"Friday, February 18, 2022",Credit,134,2.0,1,134,2.0,1,2.0,6.5,2/18/2022,2,40.43573099130568,-74.12521215733176,True
803,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,14714781621,"Friday, February 18, 2022",Credit,147,2.5,1,147,2.5,1,2.5,6.5,2/18/2022,2,40.43573099130568,-74.12521215733176,True
804,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14714896571,"Friday, February 18, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,2/18/2022,2,40.43573099130568,-74.12521215733176,True
805,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,14715732086,"Friday, February 18, 2022",Credit,132,2.0,1,132,2.0,1,2.0,5.5,2/18/2022,2,39.62814631227117,-74.34345395291756,True
806,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Spindrift - Sparkling Water  Lime,Carbonated,14715732086,"Friday, February 18, 2022",Credit,140,1.5,1,140,1.5,1,1.5,5.5,2/18/2022,2,39.62814631227117,-74.34345395291756,False
807,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,BodyArmor LYTE  - Peach Mango,Water,14715732086,"Friday, February 18, 2022",Credit,148,2.0,1,148,2.0,1,2.0,5.5,2/18/2022,2,39.62814631227117,-74.34345395291756,False
808,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Food,14715860125,"Friday, February 18, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,2/18/2022,2,39.62814631227117,-74.34345395291756,False
809,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Food,14716285765,"Friday, February 18, 2022",Cash,113,1.5,1,113,1.5,1,1.5,1.5,2/18/2022,2,39.62814631227117,-74.34345395291756,False
810,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Good Health Veggie Stix - Zesty Ranch,Food,14716287600,"Friday, February 18, 2022",Cash,114,1.5,1,114,1.5,1,1.5,1.5,2/18/2022,2,39.62814631227117,-74.34345395291756,False
811,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,14716549287,"Friday, February 18, 2022",Credit,133,2.0,1,133,2.0,1,2.0,5.0,2/18/2022,2,40.43573099130568,-74.12521215733176,False
812,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Food,14716549287,"Friday, February 18, 2022",Credit,120,1.5,1,120,1.5,1,1.5,5.0,2/18/2022,2,40.43573099130568,-74.12521215733176,False
813,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14716549287,"Friday, February 18, 2022",Credit,121,1.5,1,121,1.5,1,1.5,5.0,2/18/2022,2,40.43573099130568,-74.12521215733176,False
814,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis FUGEO mini,Food,14716564787,"Friday, February 18, 2022",Credit,123,1.5,1,123,1.5,1,1.5,3.0,2/18/2022,2,40.43573099130568,-74.12521215733176,False
815,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14716564787,"Friday, February 18, 2022",Credit,121,1.5,1,121,1.5,1,1.5,3.0,2/18/2022,2,40.43573099130568,-74.12521215733176,False
816,2022-02-18,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Original,Carbonated,14716746549,"Friday, February 18, 2022",Credit,148,3.5,1,148,3.5,1,3.5,3.5,2/18/2022,2,40.42402234119813,-74.38261320837535,True
817,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,14717083342,"Friday, February 18, 2022",Cash,121,1.25,1,121,1.25,1,1.25,1.25,2/18/2022,2,39.62814631227117,-74.34345395291756,True
818,2022-02-18,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,CheezIt - Original,Food,14717133072,"Friday, February 18, 2022",Cash,121,1.25,1,121,1.25,1,1.25,1.25,2/18/2022,2,39.62814631227117,-74.34345395291756,True
819,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Food,14717337701,"Friday, February 18, 2022",Cash,130,1.0,1,130,1.0,1,1.0,1.0,2/18/2022,2,40.43573099130568,-74.12521215733176,False
820,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14717920771,"Friday, February 18, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,2/18/2022,2,40.43573099130568,-74.12521215733176,True
821,2022-02-18,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,14718052988,"Friday, February 18, 2022",Cash,130,2.0,1,130,2.0,1,2.0,2.0,2/18/2022,2,40.42402234119813,-74.38261320837535,True
822,2022-02-18,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,14718482521,"Friday, February 18, 2022",Cash,143,2.0,1,143,2.0,1,2.0,2.0,2/18/2022,2,40.42402234119813,-74.38261320837535,False
823,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Red Bull - Original,Carbonated,14718623409,"Friday, February 18, 2022",Cash,148,3.0,1,148,3.0,1,3.0,3.0,2/18/2022,2,40.43573099130568,-74.12521215733176,True
824,2022-02-18,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14718917822,"Friday, February 18, 2022",Credit,146,3.0,1,146,3.0,1,3.0,3.0,2/18/2022,2,40.43573099130568,-74.12521215733176,True
825,2022-02-19,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14719355548,"Saturday, February 19, 2022",Cash,121,1.5,1,121,1.5,1,1.5,1.5,2/19/2022,2,40.43573099130568,-74.12521215733176,False
826,2022-02-19,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14719356602,"Saturday, February 19, 2022",Cash,122,1.5,1,122,1.5,1,1.5,1.5,2/19/2022,2,40.43573099130568,-74.12521215733176,True
827,2022-02-19,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Oreo Single Server 6 ct,Food,14719356448,"Saturday, February 19, 2022",Cash,138,2.0,1,138,2.0,1,2.0,2.0,2/19/2022,2,40.43573099130568,-74.12521215733176,False
828,2022-02-19,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Original,Carbonated,14719885953,"Saturday, February 19, 2022",Credit,148,3.5,1,148,3.5,1,3.5,3.5,2/19/2022,2,40.42402234119813,-74.38261320837535,True
